0,2,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,19,0,0,1,1,0.13,0.05,0,255,12,0.05,0.07,0,0,0,0,1,1,2
0,2,23,10,196,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0.4,113,255,1,0,0.01,0.02,0,0,0,0,1
0,1,15,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,253,253,1,0,1,0,0,0,0,0,1
0,2,23,10,244,1028,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,24,0,0,0,0,1,0,0.12,255,255,1,0,0,0,0,0,0,0,1
0,3,12,10,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,234,0,0,0,0,1,0,0.01,255,255,1,0,0.01,0,0,0,0,0,1
0,2,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,4,1,1,0,0,0.02,0.06,0,255,4,0.02,0.05,0,0,1,1,0,0,2
0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,22,1,1,0,0,0.08,0.05,0,255,22,0.09,0.05,0,0,1,1,0,0,2
0,2,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,18,1,1,0,0,0.23,0.05,0,255,3,0.01,0.08,0,0,1,1,0,0,2
0,2,18,10,6,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,1,0,0.07,0,0,0.67,0,0.01,0,1
0,2,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,13,1,1,0,0,0.26,0.12,0,255,13,0.05,0.07,0,0,1,1,0,0,2
0,2,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,9,0,0,1,1,0.09,0.06,0,255,9,0.04,0.05,0,0,0,0,1,1,2
0,2,20,10,1.229e+04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,140,54,0.24,0.04,0.24,0.04,0,0,0,0,1
0,2,52,10,1329,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,110,177,0.69,0.04,0.01,0.01,0,0,0,0,1
0,2,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,19,1,1,0,0,0.1,0.06,0,255,19,0.07,0.07,0,0,1,1,0,0,2
0,2,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,1,1,0,0,0.05,0.08,0,255,5,0.02,0.08,0,0,1,1,0,0,2
0,2,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,10,1,1,0,0,0.1,0.06,0,255,6,0.02,0.07,0,0,1,1,0,0,2
0,2,23,10,236,189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,1
0,2,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,17,1,1,0,0,0.12,0.06,0,255,16,0.06,0.06,0,0,1,1,0,0,2
0,2,23,10,295,1.45e+04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,167,255,1,0,0.01,0.02,0.01,0,0,0,1
